task_run__calibration,task_run__created,task_run__external_uid,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__coordinates,task_runinfo__page,task_runinfo__text
None,2017-08-25T21:13:50.893687,None,2017-08-25T21:15:37.701682,4510,"{""text"": ""\u0628\u0631\u0646\u062f \u0627\u0632 \u062f\u0631\u06cc\u0627 \u0622\u0628 \u0628\u0631\u062f\u0646\u0668 \u0686\u0647 \u0642\u062f\u0631 \u062f\u0627\u0631\u062f \u0648 \u0639\u0627\u0642\u0644\u0627\u0646 \u0627\u0632 \u0622\u0646 \u0686\u0647 \u0641\u062e\u0631 \u062f\u0627\u0631\u0646\u062f\u0669 \u0648 \u0686\u0647 \u06a9\u0631\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [339, 1769, 1722, 1835]}",77,19402,None,10,None,"[339, 1769, 1722, 1835]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,برند از دریا آب بردن٨ چه قدر دارد و عاقلان از آن چه فخر دارند٩ و چه کرد
None,2017-08-25T21:14:34.845546,None,2017-08-25T21:16:57.292592,4511,"{""text"": ""\u0628\u0627\u0634\u0646\u062f \u0628\u0644\u0643 \u0639\u0627\u0644\u0645 \u06a9\u0641\u06cc\u0633\u062a\u060c \u0627\u06cc\u0646 \u062f\u0631\u06cc\u0627\u06cc \u0622\u0628 \u062e\u0648\u062f \u0639\u0644\u0645\u0647\u0627\u06cc \u0627\u0648\u0644\u06cc\u0627\u0633\u062a \u06af\u0648\u0647\u0631 \u062e\u0648\u062f \u06a9\u062c\u0627\u0633\u062a"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [321, 1850, 1740, 1930]}",77,19403,None,10,None,"[321, 1850, 1740, 1930]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,باشند بلك عالم کفیست، این دریای آب خود علمهای اولیاست گوهر خود کجاست
None,2017-08-25T21:15:37.821062,None,2017-08-25T21:17:41.154941,4512,"{""text"": ""\u0660 \u0662 \u0627\u06cc\u0646 \u0639\u0627\u0644\u0645 \u06a9\u0641\u06cc \u067e\u0631\u062e\u0627\u0634\u0627\u06a9\u0633\u062a \u0627\u0645\u0627 \u0627\u0632 \u06af\u0631\u062f\u0634 \u0622\u0646 \u0645\u0648\u062c\u0647\u0627 \u0648 \u0645\u0646\u0627\u0633\u0628\u062a \u062c\u0648\u0634\u0634 \u062f\u0631\u06cc\u0627 \u0648 \u062c\u0646\u0628\u06cc\u062f\u0646"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [322, 1942, 1814, 2023]}",77,19404,None,10,None,"[322, 1942, 1814, 2023]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,٠ ٢ این عالم کفی پرخاشاکست اما از گردش آن موجها و مناسبت جوشش دریا و جنبیدن
None,2017-08-25T21:16:57.424828,None,2017-08-25T21:17:45.709493,4513,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [315, 2031, 1605, 2062]}",77,19405,None,10,None,"[315, 2031, 1605, 2062]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:17:41.272531,None,2017-08-25T21:19:23.674671,4514,"{""text"": ""\u0645\u0648\u062c\u0647\u0627 \u0622\u0646 \u06a9\u0641 \u062e\u0648\u0628\u06cc \u0645\u06cc\u06af\u06cc\u0631\u062f \u06a9\u0647 \u0632\u06cc\u0646 \u0644\u0644\u0646\u0627\u0633 \u062d\u0628 \u0627\u0644\u0634\u0647\u0648\u0627\u062a \u0645\u0646 \u0627\u0644\u0646\u0633\u0627\u0621 \u0627\u0644\u0628\u0646\u06cc\u0646"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [324, 2040, 1727, 2115]}",77,19406,None,10,None,"[324, 2040, 1727, 2115]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,موجها آن کف خوبی میگیرد که زین للناس حب الشهوات من النساء البنین
None,2017-08-25T21:17:45.831222,None,2017-08-25T21:19:30.092836,4515,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1143, 2149, 1769, 2166]}",77,19407,None,10,None,"[1143, 2149, 1769, 2166]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:19:23.807082,None,2017-08-25T21:19:35.302648,4516,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [603, 2197, 1710, 2257]}",77,19408,None,10,None,"[603, 2197, 1710, 2257]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:19:30.209540,None,2017-08-25T21:19:39.747589,4517,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [418, 2264, 1714, 2316]}",77,19409,None,10,None,"[418, 2264, 1714, 2316]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:19:35.433693,None,2017-08-25T21:19:43.798612,4518,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1152, 2326, 1714, 2378]}",77,19410,None,10,None,"[1152, 2326, 1714, 2378]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0009_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:19:39.879879,None,2017-08-25T21:19:53.022403,4519,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [273, 299, 1393, 320]}",77,19411,None,10,None,"[273, 299, 1393, 320]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:19:43.915963,None,2017-08-25T21:23:04.172718,4520,"{""text"": ""\u0648 \u0627\u0644\u0642\u0646\u0627\u0637\u06cc\u0631 \u0627\u0644\u0645\u0642\u0646\u0637\u0631\u0629 \u0645\u0646 \u0627\u0644\u0630\u0647\u0628 \u0648 \u0627\u0644\u0641\u0636\u0629 \u0648 \u0627\u0644\u062e\u06cc\u0644 \u0627\u0644\u0645\u0633\u0648\u0645\u0629 \u0648 \u0627\u0644\u0627\u0646\u0639\u0627\u0645 \u0648 \u0627\u0644\u062d\u0631\u062b"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [212, 306, 1601, 391]}",77,19412,None,10,None,"[212, 306, 1601, 391]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و القناطیر المقنطرة من الذهب و الفضة و الخیل المسومة و الانعام و الحرث
None,2017-08-25T21:19:53.146196,None,2017-08-25T21:23:08.545930,4521,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1471, 369, 1489, 377]}",77,19413,None,10,None,"[1471, 369, 1489, 377]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:23:04.290460,None,2017-08-25T21:23:14.327418,4522,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [837, 413, 1592, 471]}",77,19414,None,10,None,"[837, 413, 1592, 471]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:23:08.691666,None,2017-08-25T21:24:15.618314,4523,"{""text"": ""\u0630\u0644\u0643 \u0645\u062a\u0627\u0639 \u0627\u0644\u062d\u06cc\u0648\u0629 \u0627\u0644\u062f\u0646\u06cc\u0627 \u067e\u0633 \u0686\u0648\u0646 \u0632\u06cc\u0646 \u0641\u0631\u0645\u0648\u062f \u0627\u0648 \u062e\u0648\u0628 \u0646\u0628\u0627\u0634\u062f \u0628\u0644\u0643 \u062e\u0648\u0628\u06cc \u062f\u0631\u0648"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [220, 429, 1599, 506]}",77,19415,None,10,None,"[220, 429, 1599, 506]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,ذلك متاع الحیوة الدنیا پس چون زین فرمود او خوب نباشد بلك خوبی درو
None,2017-08-25T21:23:14.464301,None,2017-08-25T21:24:50.842176,4524,"{""text"": ""\u0639\u0627\u0631\u06cc\u062a \u0628\u0627\u0634\u062f \u0648\u0632\u062c\u0627\u06cc \u062f\u06af\u0631\u06f1 \u0628\u0627\u0634\u062f \u0642\u0644\u0628 \u0632\u0631\u0627\u0646\u062f\u0648\u062f\u0633\u062a \u06cc\u0639\u0646\u06cc \u0627\u06cc\u0646 \u062f\u0646\u06cc\u0627 \u06a9\u0647 \u06a9\u0641\u06a9\u0633\u062a \u0642\u0644\u0628\u0633\u062a"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [219, 525, 1597, 594]}",77,19416,None,10,None,"[219, 525, 1597, 594]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,عاریت باشد وزجای دگر۱ باشد قلب زراندودست یعنی این دنیا که کفکست قلبست
None,2017-08-25T21:24:15.732176,None,2017-08-25T21:25:38.560929,4525,"{""text"": ""\u0648 \u0628\u06cc \u0642\u062f\u0631\u0633\u062a \u0648 \u0628\u06cc \u0642\u06cc\u0645\u062a \u0627\u0633\u062a \u0645\u0627 \u0632\u0631\u0627\u0646\u062f\u0648\u062f\u0634 \u06a9\u0631\u062f\u0647\u200c\u0627\u06cc\u0645 \u06a9\u0647 \u0632\u06cc\u0646 \u0644\u0644\u0646\u0627\u0633 ."", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [460, 623, 1597, 698]}",77,19417,None,10,None,"[460, 623, 1597, 698]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و بی قدرست و بی قیمت است ما زراندودش کرده‌ایم که زین للناس .
None,2017-08-25T21:24:50.960551,None,2017-08-25T21:26:52.762366,4526,"{""text"": ""\u0622\u062f\u0645\u06cc \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u062d\u0642\u0633\u062a \u0627\u0645\u0627 \u0645\u0646\u062c\u0645\u06cc \u0628\u0627\u06cc\u062f \u06a9\u0647 \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u0631\u0627 \u0628\u062f\u0627\u0646\u062f\u060c \u062a\u0631\u0647 \u0641\u0631\u0648\u0634 \u06cc\u0627"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [220, 727, 1482, 796]}",77,19418,None,10,None,"[220, 727, 1482, 796]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,آدمی اسطرلاب حقست اما منجمی باید که اسطرلاب را بداند، تره فروش یا
None,2017-08-25T21:25:38.677215,None,2017-08-25T21:27:34.659892,4527,"{""text"": ""\u0628\u0642\u0627\u0644 \u0627\u06af\u0631\u0686\u0647 \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u062f\u0627\u0631\u062f \u0627\u0645\u0627 \u0627\u0632\u0627\u0646 \u0686\u0647 \u0641\u0627\u06cc\u062f\u0647 \u06af\u06cc\u0631\u062f\u0648\u0628\u0622\u0646 \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u0686\u0647 \u062f\u0627\u0646\u062f\u0627\u062d\u0648\u0627\u0644"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [220, 811, 1591, 880]}",77,19419,None,10,None,"[220, 811, 1591, 880]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,بقال اگرچه اسطرلاب دارد اما ازان چه فایده گیردوبآن اسطرلاب چه دانداحوال
None,2017-08-25T21:26:52.892861,None,2017-08-25T21:29:18.239206,4528,"{""text"": ""\u0627\u0641\u0644\u0627\u0643 \u0631\u0627 \u0648 \u062f\u0648\u0631\u0627\u0646 \u0648 \u0628\u0631\u062c\u0647\u0627 \u0648 \u062a\u0623\u062b\u06cc\u0631\u0627\u062a\u06f2 \u0648 \u0627\u0646\u0642\u0644\u0627\u0628 \u0631\u0627 \u0627\u0644\u06cc \u063a\u06cc\u0631\u0630\u0644\u06a9\u060c \u067e\u0633 \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u062f\u0631 \u062d\u0642"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [220, 892, 1593, 968]}",77,19420,None,10,None,"[220, 892, 1593, 968]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,افلاك را و دوران و برجها و تأثیرات۲ و انقلاب را الی غیرذلک، پس اسطرلاب در حق
None,2017-08-25T21:27:34.776091,None,2017-08-25T21:29:56.241388,4529,"{""text"": ""\u0645\u0646\u062c\u0645 \u0633\u0648\u062f\u0645\u0646\u062f\u0633\u062a \u06a9\u0647 \u0645\u0646 \u0639\u0631\u0641 \u0646\u0641\u0633\u0647 \u0641\u0642\u062f \u0639\u0631\u0641 \u0631\u0628\u0647 \u0647\u0645\u0686\u0646\u0627\u0646\u0643 \u0627\u06cc\u0646 \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u0645\u0633\u06cc\u0646"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [222, 1001, 1599, 1073]}",77,19421,None,10,None,"[222, 1001, 1599, 1073]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,منجم سودمندست که من عرف نفسه فقد عرف ربه همچنانك این اسطرلاب مسین
None,2017-08-25T21:29:18.360585,None,2017-08-25T21:30:01.515672,4530,"{""text"": ""*"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [628, 1097, 1035, 1128]}",77,19422,None,10,None,"[628, 1097, 1035, 1128]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,*
None,2017-08-25T21:29:56.356416,None,2017-08-25T21:30:59.228428,4531,"{""text"": ""\u0622\u06cc\u0646\u0647\u0654 \u0627\u0641\u0644\u0627\u06a9\u0633\u062a\u06f3 \u0648\u062c\u0648\u062f \u0622\u062f\u0645\u06cc \u06a9\u0647 \u0648\u0644\u0642\u062f \u06a9\u0631\u0645\u0646\u0627 \u0628\u0646\u06cc \u0622\u062f\u0645 \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u062d\u0642\u0633\u062a \u0686\u0648\u0646"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [224, 1112, 1600, 1189]}",77,19423,None,10,None,"[224, 1112, 1600, 1189]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,آینهٔ افلاکست۳ وجود آدمی که ولقد کرمنا بنی آدم اسطرلاب حقست چون
None,2017-08-25T21:30:01.632856,None,2017-08-25T21:33:24.217259,4532,"{""text"": ""\u0627\u0648\u0631\u0627 \u062d\u0642 \u062a\u0639\u0627\u0644\u06cc \u0628\u062e\u0648\u062f\u0639\u0627\u0644\u0645 \u0648 \u062f\u0627\u0646\u0627 \u0648 \u0622\u0634\u0646\u0627 \u06a9\u0631\u062f\u0647 \u0628\u0627\u0634\u062f\u060c \u0627\u0632 \u0627\u0633\u0637\u0631\u0644\u0627\u0628 \u0648\u062c\u0648\u062f \u062e\u0648\u062f \u062a\u062c\u0644\u06cc \u062d\u0642 "", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [221, 1217, 1600, 1294]}",77,19424,None,10,None,"[221, 1217, 1600, 1294]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,اورا حق تعالی بخودعالم و دانا و آشنا کرده باشد، از اسطرلاب وجود خود تجلی حق 
None,2017-08-25T21:30:59.344146,None,2017-08-25T21:34:03.617140,4533,"{""text"": ""\u0631\u0627 \u0648 \u062c\u0645\u0627\u0644 \u0628\u06cc\u0686\u0648\u0646 \u0631\u0627\u062f\u0645 \u0628\u062f\u0645 \u0648 \u0644\u0645\u062d\u0647 \u0628\u0644\u0645\u062d\u0647\u0664 \u0645\u06cc\u0628\u06cc\u0646\u062f \u0648\u0647\u0631 \u06af\u0632 \u0622\u0646 \u062c\u0645\u0627\u0644 \u0627\u0632\u06cc\u0646 \u0622\u06cc\u0646\u0647 \u062e\u0627\u0644\u06cc"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [223, 1304, 1603, 1371]}",77,19425,None,10,None,"[223, 1304, 1603, 1371]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,را و جمال بیچون رادم بدم و لمحه بلمحه٤ میبیند وهر گز آن جمال ازین آینه خالی
None,2017-08-25T21:33:24.334181,None,2017-08-25T21:34:45.882517,4534,"{""text"": ""\u0646\u0628\u0627\u0634\u062f\u060c \u062d\u0642 \u0631\u0627 \u0639\u0632\u0648\u062c\u0644 \u0628\u0646\u062f\u06af\u0627\u0646\u0646\u062f \u06a9\u0647 \u0627\u06cc\u0634\u0627\u0646 \u062e\u0648\u062f\u0631\u0627 \u0628\u062d\u06a9\u0645\u062a \u0648 \u0645\u0639\u0631\u0641\u062a \u0648 \u06a9\u0631\u0627\u0645\u062a\u0665"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [229, 1394, 1598, 1457]}",77,19426,None,10,None,"[229, 1394, 1598, 1457]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,نباشد، حق را عزوجل بندگانند که ایشان خودرا بحکمت و معرفت و کرامت٥
None,2017-08-25T21:34:03.734957,None,2017-08-25T21:35:36.281441,4535,"{""text"": ""\u0645\u06cc\u067e\u0648\u0634\u0627\u0646\u0646\u062f \u0627\u06af\u0631\u0686\u0647 \u062e\u0644\u0642 \u0631\u0627 \u0622\u0646 \u0646\u0638\u0631 \u0646\u06cc\u0633\u062a \u06a9\u0647 \u0627\u06cc\u0634\u0627\u0646 \u0631\u0627 \u0628\u06cc\u0646\u0646\u062f\u0666 \u0627\u0645\u0627 \u0627\u0632\u063a\u0627\u06cc\u062a \u063a\u06cc\u0631\u062a \u062e\u0648\u062f\u0631\u0627"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [227, 1480, 1604, 1544]}",77,19427,None,10,None,"[227, 1480, 1604, 1544]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,میپوشانند اگرچه خلق را آن نظر نیست که ایشان را بینند٦ اما ازغایت غیرت خودرا
None,2017-08-25T21:34:45.998751,None,2017-08-25T21:36:01.520660,4536,"{""text"": ""\u0645\u06cc\u067e\u0648\u0634\u0627\u0646\u0646\u062f \u0686\u0646\u0627\u0646\u0643 \u0645\u062a\u0646\u0628\u06cc \u0645\u06cc \u06af\u0648\u06cc\u062f:"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1047, 1551, 1603, 1629]}",77,19428,None,10,None,"[1047, 1551, 1603, 1629]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,میپوشانند چنانك متنبی می گوید:
None,2017-08-25T21:35:36.400357,None,2017-08-25T21:36:05.552472,4537,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1172, 1623, 1183, 1630]}",77,19429,None,10,None,"[1172, 1623, 1183, 1630]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:36:01.641780,None,2017-08-25T21:36:12.099506,4538,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [355, 1651, 1491, 1670]}",77,19430,None,10,None,"[355, 1651, 1491, 1670]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-25T21:36:05.669940,None,2017-08-25T21:37:00.820920,4539,"{""text"": ""\u0644\u0628\u0633\u0646 \u0627\u0644\u0648\u0634\u06cc \u0644\u0627 \u0645\u062a\u062c\u0645\u0644\u0627\u062a \u0648\u0644\u06a9\u0646 \u06a9\u06cc \u06cc\u0635\u0646 \u0628\u0647 \u0627\u0644\u062c\u0645\u0627\u0644\u0627"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [336, 1667, 1484, 1737]}",77,19431,None,10,None,"[336, 1667, 1484, 1737]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,لبسن الوشی لا متجملات ولکن کی یصن به الجمالا
None,2017-08-25T21:36:12.232143,None,2017-08-25T21:37:06.007202,4540,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1030, 2162, 1645, 2172]}",77,19432,None,10,None,"[1030, 2162, 1645, 2172]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0010_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
