task_run__calibration,task_run__created,task_run__external_uid,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__coordinates,task_runinfo__page,task_runinfo__text
None,2017-10-13T17:53:35.139564,None,2017-10-13T17:54:15.094006,7613,"{""text"": ""\u0662\u0660 \u0628\u0627\u062d\u0648\u0627\u0644 \u062a\u0648 \u062f\u0627\u0631\u062f \u0647\u0645 \u0628\u0631\u0627\u06cc \u062a\u0633\u062a \u0648\u0627\u06af\u0631 \u0633\u062a\u0627\u0631\u0647\u200c\u0627\u0633\u062a \u0627\u0632 \u0633\u0639\u062f \u0648 \u0646\u062d\u0633 \u0628\u0637\u0627\u0644\u0639\u0661\u0665 \u062a\u0648 \u062a\u0639\u0644\u0642 \u062f\u0627\u0631\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [298, 1923, 1786, 2002]}",82,22935,None,3,None,"[298, 1923, 1786, 2002]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,٢٠ باحوال تو دارد هم برای تست واگر ستاره‌است از سعد و نحس بطالع١٥ تو تعلق دارد
None,2017-10-13T17:53:54.409563,None,2017-10-13T17:54:18.003151,7614,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1105, 2024, 1737, 2029]}",82,22936,None,3,None,"[1105, 2024, 1737, 2029]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T17:54:15.309724,None,2017-10-13T17:54:20.272355,7615,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [444, 2051, 1682, 2114]}",82,22937,None,3,None,"[444, 2051, 1682, 2114]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T17:54:18.192875,None,2017-10-13T17:54:22.204179,7616,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [309, 2120, 1686, 2177]}",82,22938,None,3,None,"[309, 2120, 1686, 2177]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T17:54:20.473286,None,2017-10-13T17:54:24.154122,7617,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [604, 2180, 1686, 2240]}",82,22939,None,3,None,"[604, 2180, 1686, 2240]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T17:54:22.387847,None,2017-10-13T17:54:26.305372,7618,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [309, 2244, 1685, 2301]}",82,22940,None,3,None,"[309, 2244, 1685, 2301]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T17:54:24.340816,None,2017-10-13T17:54:28.403111,7619,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1405, 2306, 1686, 2371]}",82,22941,None,3,None,"[1405, 2306, 1686, 2371]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T17:54:26.500215,None,2017-10-13T17:54:31.159434,7620,"{""text"": ""\u0661\u0665"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [978, 2416, 1020, 2455]}",82,22942,None,3,None,"[978, 2416, 1020, 2455]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0015_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,١٥
None,2017-10-13T17:54:50.762353,None,2017-10-13T17:54:58.756877,7621,"{""text"": ""\u0641\u06cc\u0647 \u0645\u0627\u0641\u06cc\u0647"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [964, 160, 1072, 205]}",82,22943,None,3,None,"[964, 160, 1072, 205]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,فیه مافیه
None,2017-10-13T17:54:51.367607,None,2017-10-13T18:10:48.820439,7622,"{""text"": ""\u062e\u0634\u0643 \u0645\u06cc\u0648\u0647 \u062f\u0627\u0631\u0634\u062f \u062a\u0646 \u0647\u0645\u0686\u0648\u0646 \u0645\u0631\u06cc\u0645\u0633\u062a \u0648 \u0647\u0631 \u06cc\u06a9\u06cc \u0639\u06cc\u0633\u06cc \u062f\u0627\u0631\u06cc\u0645\u060c \u0627\u06af\u0631 \u0645\u0627\u0631\u0627 \u062f\u0631\u062f\u067e\u06cc\u062f\u0627\u0634\u0648\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [320, 243, 1729, 315]}",82,22944,None,3,None,"[320, 243, 1729, 315]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,خشك میوه دارشد تن همچون مریمست و هر یکی عیسی داریم، اگر مارا دردپیداشود
None,2017-10-13T17:54:58.953436,None,2017-10-13T18:11:12.260341,7623,"{""text"": ""\u0639\u06cc\u0633\u06cc \u0645\u0627\u0628\u0632\u0627\u06cc\u062f \u0648\u0627\u06af\u0631 \u062f\u0631\u062f\u0646\u0628\u0627\u0634\u062f \u0639\u06cc\u0633\u06cc \u0647\u0645 \u0627\u0632\u0622\u0646 \u0631\u0627\u0647 \u0646\u0647\u0627\u0646\u06cc \u06a9\u0647 \u0622\u0645\u062f \u0628\u0627\u0632 \u0628\u0627\u0635\u0644 \u062e\u0648\u062f \u067e\u06cc\u0648\u0646\u062f\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [319, 341, 1730, 414]}",82,22945,None,3,None,"[319, 341, 1730, 414]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,عیسی مابزاید واگر دردنباشد عیسی هم ازآن راه نهانی که آمد باز باصل خود پیوندد
None,2017-10-13T18:10:49.024915,None,2017-10-13T18:11:29.805872,7624,"{""text"": ""\u0627\u0644\u0627\u0645\u0627 \u0645\u062d\u0631\u0648\u0645 \u0645\u0627\u0646\u06cc\u0645 \u0648\u0627\u0632\u0648 \u0628\u06cc \u0628\u0647\u0631\u0647 \u0634\u0639\u0631"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [935, 443, 1727, 513]}",82,22946,None,3,None,"[935, 443, 1727, 513]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,الاما محروم مانیم وازو بی بهره شعر
None,2017-10-13T18:11:12.510969,None,2017-10-13T18:11:45.030836,7625,"{""text"": ""\u062c\u0627\u0646 \u0627\u0632\u062f\u0631\u0648\u0646 \u0628\u0641\u0627\u0642\u0647 \u0648\u0637\u0628\u0639 \u0627\u0632 \u0628\u0631\u0648\u0646 \u0628\u0628\u0631\u06af"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [916, 543, 1610, 608]}",82,22947,None,3,None,"[916, 543, 1610, 608]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,جان ازدرون بفاقه وطبع از برون ببرگ
None,2017-10-13T18:11:29.982655,None,2017-10-13T18:11:59.894643,7626,"{""text"": ""\u062f\u06cc\u0648 \u0627\u0632 \u062e\u0648\u0631\u0634 \u0628\u0647\u06cc\u0636\u0647\u06f1 \u0648 \u062c\u0645\u0634\u06cc\u062f \u0646\u0627\u0634\u062a\u0627"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [442, 623, 1124, 685]}",82,22948,None,3,None,"[442, 623, 1124, 685]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,دیو از خورش بهیضه۱ و جمشید ناشتا
None,2017-10-13T18:11:45.232477,None,2017-10-13T18:12:11.306170,7627,"{""text"": ""\u0627\u06a9\u0646\u0648\u0646 \u0628\u06a9\u0646 \u062f\u0648\u0627 \u06a9\u0647 \u0645\u0633\u06cc\u062d \u062a\u0648 \u0628\u0631\u0632\u0645\u06cc\u0633\u062a\u06f2"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [922, 713, 1607, 789]}",82,22949,None,3,None,"[922, 713, 1607, 789]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,اکنون بکن دوا که مسیح تو برزمیست۲
None,2017-10-13T18:12:00.091091,None,2017-10-13T18:12:18.830956,7628,"{""text"": ""\u0686\u0648\u0646 \u0634\u062f \u0645\u0633\u06cc\u062d \u0633\u0648\u06cc \u0641\u0644\u0643 \u0641\u0648\u062a \u0634\u062f \u062f\u0648\u0627\n"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [442, 804, 1125, 869]}",82,22950,None,3,None,"[442, 804, 1125, 869]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,"چون شد مسیح سوی فلك فوت شد دوا
"
None,2017-10-13T18:12:11.492243,None,2017-10-13T18:12:23.635671,7629,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1130, 2420, 1701, 2466]}",82,22951,None,3,None,"[1130, 2420, 1701, 2466]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0021_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T18:12:19.019271,None,2017-10-13T18:12:31.636039,7630,"{""text"": ""\u0641\u06cc\u0647 \u0645\u0627\u0641\u06cc\u0647"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [969, 185, 1066, 233]}",82,22952,None,3,None,"[969, 185, 1066, 233]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,فیه مافیه
None,2017-10-13T18:12:23.822581,None,2017-10-13T18:13:31.565764,7631,"{""text"": ""\u062a\u0634\u06a9\u0644 \u0648 \u062e\u06cc\u0627\u0644 \u062a\u0648 \u0628\u0631\u062a\u0648\u06f1 \u0627\u0641\u062a\u0627\u062f\u0647 \u0627\u0633\u062a \u0627\u0632 \u06cc\u062e \u0648 \u0633\u0631\u062f\u06cc \u062c\u0645\u0639 \u06af\u0634\u062a\u0647 \u0627\u0633\u062a \u062e\u062a\u0645 \u0627\u0644\u0644\u0647 \u0639\u0644\u06cc"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [314, 271, 1728, 358]}",82,22953,None,3,None,"[314, 271, 1728, 358]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,تشکل و خیال تو برتو۱ افتاده است از یخ و سردی جمع گشته است ختم الله علی
None,2017-10-13T18:12:31.815017,None,2017-10-13T18:13:34.345070,7632,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1524, 368, 1737, 386]}",82,22954,None,3,None,"[1524, 368, 1737, 386]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T18:13:31.777899,None,2017-10-13T18:13:36.970549,7633,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1255, 380, 1343, 393]}",82,22955,None,3,None,"[1255, 380, 1343, 393]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T18:45:42.380688,None,2017-10-13T18:46:39.888284,7634,"{""text"": ""\u0642\u0644\u0648\u0628\u0647\u0645 \u0648 \u0639\u0644\u06cc \u0633\u0645\u0639\u0647\u0645 \u0648 \u0639\u0644\u06cc \u0627\u0628\u0635\u0627\u0631\u0647\u0645 \u063a\u0634\u0627\u0648\u0629* \u0686\u0647 \u062c\u0627\u06cc \u0627\u06cc\u0646\u0633\u062a \u06a9\u0647 \u0627\u0632\u06cc\u0646 \u067e\u0631 \u0628\u0627\u0634\u0646\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [318, 390, 1733, 469]}",82,22956,None,3,None,"[318, 390, 1733, 469]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,قلوبهم و علی سمعهم و علی ابصارهم غشاوة* چه جای اینست که ازین پر باشند
None,2017-10-13T18:45:42.575588,None,2017-10-13T18:49:42.248124,7635,"{""text"": ""\u0628\u0648\u06cc\u06f2 \u0646\u06cc\u0632 \u0646\u06cc\u0627\u0641\u062a\u0647 \u0627\u0646\u062f \u0648 \u0646\u0634\u0646\u06cc\u062f\u0647 \u0627\u0646\u062f \u062f\u0631 \u0647\u0645\u0647 \u0639\u0645\u0631 \u0646\u0647 \u0627\u06cc\u0634\u0627\u0646 \u0648 \u0646\u0647 \u0622\u0646\u0647\u0627 \u06a9\u0647 \u0628\u0627\u06cc\u0634\u0627\u0646 \u062a\u0641\u0627\u062e\u0631"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [320, 495, 1729, 560]}",82,22957,None,3,None,"[320, 495, 1729, 560]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,بوی۲ نیز نیافته اند و نشنیده اند در همه عمر نه ایشان و نه آنها که بایشان تفاخر
None,2017-10-13T18:46:40.099636,None,2017-10-13T18:49:44.779383,7636,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [514, 574, 1667, 600]}",82,22958,None,3,None,"[514, 574, 1667, 600]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T18:49:42.456895,None,2017-10-13T18:49:52.703538,7637,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [320, 586, 1714, 653]}",82,22959,None,3,None,"[320, 586, 1714, 653]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-10-13T18:49:44.993263,None,2017-10-13T18:50:13.524540,7638,"{""text"": ""\u0648 \u0627\u0632 \u0622\u0646\u062c\u0627 \u0633\u06cc\u0631\u0627\u0628 \u0645\u06cc \u0634\u0648\u0646\u062f \u0648 \u0645\u06cc \u062e\u0648\u0631\u0646\u062f \u0648 \u0628\u0631 \u0644\u0628 \u0628\u0639\u0636\u06cc \u062a\u0647\u06cc \u0645\u06cc\u0646\u0645\u0627\u06cc\u062f\u060c \u0686\u0648\u0646 \u062f\u0631 \u062d\u0642 \u0627\u0648"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [322, 670, 1734, 739]}",82,22960,None,3,None,"[322, 670, 1734, 739]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و از آنجا سیراب می شوند و می خورند و بر لب بعضی تهی مینماید، چون در حق او
None,2017-10-13T18:49:52.914837,None,2017-10-13T18:50:31.312619,7639,"{""text"": ""\u0686\u0646\u06cc\u0646 \u0627\u0633\u062a \u0627\u0632\u06cc\u0646 \u06a9\u0648\u0632\u0647 \u0686\u0647 \u0634\u06a9\u0631 \u06af\u0648\u06cc\u062f \u0634\u06a9\u0631 \u0622\u0646\u06a9\u0633 \u06af\u0648\u06cc\u062f \u06a9\u0647 \u0628\u0648\u06cc \u067e\u0631 \u0645\u06cc\u0646\u0645\u0627\u06cc\u062f \u0627\u06cc\u0646 \u06a9\u0648\u0632\u0647."", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [324, 753, 1734, 827]}",82,22961,None,3,None,"[324, 753, 1734, 827]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,چنین است ازین کوزه چه شکر گوید شکر آنکس گوید که بوی پر مینماید این کوزه.
None,2017-10-13T18:50:13.730235,None,2017-10-13T18:50:49.123114,7640,"{""text"": ""\u0686\u0648\u0646 \u062d\u0642 \u062a\u0639\u0627\u0644\u06cc \u0622\u062f\u0645 \u0631\u0627 \u06af\u0644 \u0648 \u0622\u0628\u0664 \u0628\u0633\u0627\u062e\u062a \u06a9\u0647 \u062e\u0645\u0631 \u0637\u06cc\u0646\u0629 \u0622\u062f\u0645 \u0627\u0631\u0628\u0639\u06cc\u0646 \u06cc\u0648\u0645\u0627"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [318, 848, 1611, 939]}",82,22962,None,3,None,"[318, 848, 1611, 939]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,چون حق تعالی آدم را گل و آب٤ بساخت که خمر طینة آدم اربعین یوما
None,2017-10-13T18:50:31.507957,None,2017-10-13T18:51:11.865330,7641,"{""text"": ""\u0642\u0627\u0644\u0628 \u0627\u0648\u0631\u0627 \u062a\u0645\u0627\u0645 \u0628\u0633\u0627\u062e\u062a \u0648 \u0686\u0646\u062f\u06cc\u0646 \u0645\u062f\u062a \u0628\u0631 \u0632\u0645\u06cc\u0646 \u0645\u0627\u0646\u062f\u0647 \u0628\u0648\u062f\u060c \u0627\u0628\u0644\u06cc\u0633 \u0639\u0644\u06cc\u0647 \u0627\u0644\u0644\u0639\u0646\u0629 \u0641\u0631\u0648\u062f \u0622\u0645\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [325, 964, 1732, 1033]}",82,22963,None,3,None,"[325, 964, 1732, 1033]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,قالب اورا تمام بساخت و چندین مدت بر زمین مانده بود، ابلیس علیه اللعنة فرود آمد
None,2017-10-13T18:50:49.338281,None,2017-10-13T18:51:30.402682,7642,"{""text"": ""\u0648 \u062f\u0631 \u0642\u0627\u0644\u0628 \u0627\u0648 \u0631\u0641\u062a \u0648 \u062f\u0631 \u0631\u06af\u0647\u0627\u0621 \u0627\u0648 \u062c\u0645\u0644\u0647 \u06af\u0631\u062f\u06cc\u062f \u0648 \u062a\u0645\u0627\u0634\u0627 \u06a9\u0631\u062f \u0648 \u0622\u0646 \u0631\u06af \u0648 \u067e\u06cc \u067e\u0631\u062e\u0648\u0646 \u0648 "", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [325, 1048, 1735, 1119]}",82,22964,None,3,None,"[325, 1048, 1735, 1119]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و در قالب او رفت و در رگهاء او جمله گردید و تماشا کرد و آن رگ و پی پرخون و 
None,2017-10-13T18:51:12.059181,None,2017-10-13T18:51:50.003153,7643,"{""text"": ""\u0661\u0660 \u0627\u062e\u0644\u0627\u0637 \u0631\u0627\u0666 \u0628\u062f\u06cc\u062f\u060c \u06af\u0641\u062a \u0627\u0648\u0647 \u0639\u062c\u0628 \u0646\u06cc\u0633\u062a \u06a9\u0647 \u0627\u0628\u0644\u06cc\u0633 \u06a9\u0647 \u0645\u0646 \u062f\u0631 \u0633\u0627\u0642 \u0639\u0631\u0634 \u062f\u06cc\u062f\u0647 \u0628\u0648\u062f\u0645 \u0667"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [329, 1136, 1826, 1208]}",82,22965,None,3,None,"[329, 1136, 1826, 1208]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,١٠ اخلاط را٦ بدید، گفت اوه عجب نیست که ابلیس که من در ساق عرش دیده بودم ٧
None,2017-10-13T18:51:30.601400,None,2017-10-13T18:52:06.931956,7644,"{""text"": ""\u062e\u0648\u0627\u0647\u062f \u067e\u06cc\u062f\u0627 \u0634\u062f\u0646 \u0627\u06af\u0631 \u0627\u06cc\u0646 \u0646\u0628\u0627\u0634\u062f (\u0639\u062c\u0628 \u0646\u06cc\u0633\u062a\u0668) \u0622\u0646 \u0627\u0628\u0644\u06cc\u0633 \u0627\u06af\u0631 \u0647\u0633\u062a \u0627\u06cc\u0646 \u0628\u0627\u0634\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [326, 1213, 1734, 1296]}",82,22966,None,3,None,"[326, 1213, 1734, 1296]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,خواهد پیدا شدن اگر این نباشد (عجب نیست٨) آن ابلیس اگر هست این باشد
None,2017-10-13T18:51:50.215348,None,2017-10-13T18:52:14.374975,7645,"{""text"": ""\u0648\u0627\u0644\u0633\u0644\u0651\u0627\u0645 \u0639\u0644\u06cc\u06a9\u0645\u0669."", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1439, 1313, 1737, 1387]}",82,22967,None,3,None,"[1439, 1313, 1737, 1387]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0027_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,والسلّام علیکم٩.
