task__calibration,task__created,task__id,task__info,task__n_answers,task__priority_0,task__project_id,task__quorum,task__state,taskinfo__bbox,taskinfo__dimensions,taskinfo__image,taskinfo__line_text
0,2017-07-21T10:28:54.987696,7815,"{""line_text"": ""\u05e2\u05d9\u05dc\u05d0\u05d4 \u05d5\u05d1\u05e0\u05d9 \u05d3\u05e8\u05d5\u05d8\u05d0 \u05ea\u05ea\u05d0\u05d4 \u05e9\u05dc\u05d8\u05d1\u05d5\u05df \u05d9\u05dd\u05d5.\u05d0 \u05de\u05d4\u05d5\u05d3\u05e2\u05e0\u05d0 \u05dc\u05d1\u05d5\u05df \u05d0\u05e0\u05ea\u05e0\u05d0 \u05d3\u05d5\u05de\u05d8\u05d0 \u05d5\u05d8\u05df \u05d1\u05d9\u05e2\u05d5\u05e8\u05d0"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [818, 3945, 3470, 4042]}",1,0.0,60,0,completed,"[818, 3945, 3470, 4042]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,עילאה ובני דרוטא תתאה שלטבון יםו.א מהודענא לבון אנתנא דומטא וטן ביעורא
0,2017-07-21T10:28:54.999382,7816,"{""line_text"": ""\u05dc\u05d0\u05e4\u05d5\u05e7\u05d9 \u05d8\u05e2\u05e9\u05e8\u05d9\u05d0 \u05de\u05e2\u05d5\u05d8\u05e8\u05d9 \u05e9\u05d1\u05dc\u05d9\u05d9\u05d0 \u05d5\u05dc\u05d0\u05d7\u05e0\u05d0 \u05d1\u05e0\u05d9 \u05d2\u05dc\u05d5\u05ea\u05d0 \u05d3\u05d1\u05d1\u05d1\u05dc \u05d5\u05d1\u05e0\u05d9 \u05d2\u05dc\u05d5\u05ea\u05d0 ' \u05d3\u05d9\u05d8\u05d3\u05d9"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [817, 4047, 3468, 4147]}",1,0.0,60,0,completed,"[817, 4047, 3468, 4147]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,לאפוקי טעשריא מעוטרי שבלייא ולאחנא בני גלותא דבבבל ובני גלותא ' דיטדי
0,2017-07-21T10:28:55.010762,7817,"{""line_text"": ""\u05d5\u05e9\u05d0\u05e8 \u05db\u05dc \u05e0\u05dc\u05d5\u05d5\u05ea\u05d0 \u05d5\u05d9\u05e9\u05e8\u05d0\u05dc \u05e9\u05dc\u05de\u05db\u05d5\u05df \u05d9\u05dd\u05e0\u05d0 \u05de\u05d4\u05d5\u05d3\u05e2\u05d9\u05df \u05d0\u05e0\u05d7\u05e0\u05d0 \u05dc\u05d1\u05d5\u05df \u05d1\u05e0\u05d5\u05d5\u05dc\u05d9\u05d9\u05d0 \u05d3\u05db\u05d9\u05db\u05d9\u05df"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [814, 4148, 3466, 4249]}",1,0.0,60,0,completed,"[814, 4148, 3466, 4249]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,ושאר כל נלוותא וישראל שלמכון יםנא מהודעין אנחנא לבון בנוולייא דכיכין
0,2017-07-21T10:28:55.022860,7818,"{""line_text"": ""! \u05d9 \u05e4\u05e1; \\, \u05e2\u05dd |-\u05e4\u05d3\u05d2\u05d5\u05d2\u05d9\u05d9\u05dd \u05d9\""\u05d8 \u05d9\""\u05d6 | 3/4 \u05ea\u05e0\u05d9\u05dd \u05e4\u05d9\u05d9\u05d1 \u05d5\u05d6'\u05d9\u05df 4/5 \u05d5\""\u05d5: \u05e0' \u05d9\u201d\u05d8 \u05d5' | 6\u05e4\u05e1 | 7 \u05d9\u05e7\u05e1; \u05d2\u05e8.\"": | 10"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [817, 4363, 3461, 4438]}",1,0.0,60,0,completed,"[817, 4363, 3461, 4438]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,"! י פס; \, עם |-פדגוגיים י""ט י""ז | 3/4 תנים פייב וז'ין 4/5 ו""ו: נ' י”ט ו' | 6פס | 7 יקס; גר."": | 10"
0,2017-07-21T10:28:55.046825,7819,"{""line_text"": ""\u05d9 \u05d9\u05d7\u05e1 \u05d2\u05df \u201d\u05d9\u05d5\u05df \u05e0\u05d5( | 18 \u05d9 \u05d5\u05f0\u05e1 \u05da! \u201d(| \u05de(; \u05e0 \u05d5\""\u201d | 24 \u05d8\u05e1 | 27 \u05d9 \u05d9\""\u05d7 ,\"" )\u201d! 05; \u05d2 \u05e1\""), |"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1219, 4432, 3464, 4504]}",1,0.0,60,0,completed,"[1219, 4432, 3464, 4504]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,"י יחס גן ”יון נו( | 18 י וװס ך! ”(| מ(; נ ו""” | 24 טס | 27 י י""ח ,"" )”! 05; ג ס""), |"
0,2017-07-21T10:28:55.061809,7820,"{""line_text"": ""1. \u05d4\u05e8\u05d9\u05d9\u05e0\u05d9\u05df \u05d9\u05d4\u05d5\u05d5! \u05d1 \u05d3 | 1-\u05d5\u05db\u05df \u05d3\u05e0\u05d9\u05df \u05d5<\u05d9\u05d5\u05d5\u05e2\u05e1 \u05de\u05d9 \u05d4\u05dd \u05d3\u05e0\u05d9\u05df \u05d1 \u05d3 | 3 \u05de\u05e2\u05d9\u05e8 \u05d1 \u05e8 | 4 \u05d5\u05db\u05df \u05d9\u05ea\u05d5\u05e9?! \u05d5\u05de\u05e8"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [807, 4602, 3324, 4678]}",1,0.0,60,0,completed,"[807, 4602, 3324, 4678]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,1. הריינין יהוו! ב ד | 1-וכן דנין ו<יוועס מי הם דנין ב ד | 3 מעיר ב ר | 4 וכן יתוש?! ומר
0,2017-07-21T10:28:55.073941,7821,"{""line_text"": ""\u05d1 \u05d3 | 5 \u05ea\u05e9\u05e4\u05d5\u05d8\u05d5 <\u05da \u05db\u05d9 \u05d0\u05dd \u05dc\u05d3\u05d9'\u05d1 \u05d3 ] '? \u05d1\u05e9\u05dd \u05e9\u05d4\u05e8\u05d9\u05d9\u05df \u05d6\u05d9\u05d5 \u05df`10' \u05d4\u05ea\u05d5\u05d3\u05e9 > \u05d2`\u05d3 | 10 \u05e2\u05d1\u05d5\u05e8 \u05d1 \u05d3 | 11"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [816, 4669, 3470, 4741]}",1,0.0,60,0,completed,"[816, 4669, 3470, 4741]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,ב ד | 5 תשפוטו <ך כי אם לדי'ב ד ] '? בשם שהריין זיו ן`10' התודש > ג`ד | 10 עבור ב ד | 11
0,2017-07-21T10:28:55.086587,7822,"{""line_text"": ""\u05dc\u05d9\u05e9\u05d1 < \u05e2\u05de\u05d4\u05df13 \u05dc\u05e2\u05d1\u05e8 > \u05d1 |\u05d5|'14 \u05dc\u05e2\u05d1\u05e8 > \\ 17 \u05d0\u05d7\u05ea ] 17 \u05d1\u05e0\u05d9 > 5 `\u05da\u05d9| 18 '\u05d0\u05ea\u05d5| 25 \u05d8\u05e8\u05e4\u05d9\u05df"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [808, 4737, 3468, 4809]}",1,0.0,60,0,completed,"[808, 4737, 3468, 4809]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,לישב < עמהן13 לעבר > ב |ו|'14 לעבר > \ 17 אחת ] 17 בני > 5 `ךי| 18 'אתו| 25 טרפין
0,2017-07-21T10:28:55.099899,7823,"{""line_text"": ""\u05d0\u05d5\u05ea\u05df > 7\u05d1 \u05da | 28 \u05e9\u05d4\u05d9\u05d5 \u05e2\u05d5\u05d8\u05e8\u05d9\u05df \u05d1\u05e8 | 28 \u05d4\u05dc\u05d4} \u05d4\u05dc\u05da |29 \u05dc\u05d5 > \u05d1 \u05d3 | 29'\u05ea\u05d3.\u05d0\u05d5 \u05d1\u05e8 | 29 \u05de\u05d5\u05d3\u05d9\u05e2\u05d9\u05df"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [804, 4807, 3466, 4879]}",1,0.0,60,0,completed,"[804, 4807, 3466, 4879]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,אותן > 7ב ך | 28 שהיו עוטרין בר | 28 הלה} הלך |29 לו > ב ד | 29'תד.או בר | 29 מודיעין
0,2017-07-21T10:28:55.113395,7824,"{""line_text"": ""\u05d0\u05e0\u05d7\u05e0\u05d0 \u05d1 \u05d3 | 30 \u05d5\u05de\u05e9\u05d0 | 30 '\u05d1\u05d9\u05e2\u05d5\u05e8\u05d0[ \u05d1\u05e2\u05d5\u05d9\u05e8\u05d0 \\ 30 \u05dc\u05d0\u05e4\u05d5\u05e7\u05d9\u05d0 | 730 \u05d6\u05d9\u05d8\u05d5\u05d0 \u05d1 \u05d3 | 31 \u05ea\u05ea\u05d0\u05d4[ \u05d0.-\u05e2\u05d5\u05d5\u05d4"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [804, 4876, 3465, 4947]}",1,0.0,60,0,completed,"[804, 4876, 3465, 4947]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,אנחנא ב ד | 30 ומשא | 30 'ביעורא[ בעוירא \ 30 לאפוקיא | 730 זיטוא ב ד | 31 תתאה[ א.-עווה
0,2017-07-21T10:28:55.126358,7825,"{""line_text"": "";| 31 \u05d8\u05d4\u05d5\u05e8\u05e2\u05d9\u05d0\u05e0\u05d4\u05e0\u05d0 \u05d1 \u05d3 | 31 \u05e8\u05d9 \u05d8\u05d8\u05d0-\u05d1\u05e8\u05d9\u05d8\u05d8\u05df\u05d0\u05d3 | 31 \u05d1\u05d9\u05e2\u05d5\u05d3\u05d0 > | 32 \u05dc\u05d0\u05d5\u05e4\u05e7 \u05d1 |\"" |32 \u05e9\u05d9\u05db\u05d9\u05dc\u05d0\\"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [810, 4943, 3467, 5018]}",1,0.0,60,0,completed,"[810, 4943, 3467, 5018]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,";| 31 טהורעיאנהנא ב ד | 31 רי טטא-בריטטןאד | 31 ביעודא > | 32 לאופק ב |"" |32 שיכילא\"
0,2017-07-21T10:28:55.138702,7826,"{""line_text"": ""32 \u05d5\u05dd.\u00bb \u05df 32 \u05db\u05dc < \u05d1\u05d6' \u05d1 \u05d3 \\ 33 \u05d3\u05d2\u05d7\u05dc\u05d9\u05d9\u05d0 \u05d1 \u05d3\u05d5"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [2116, 5012, 3465, 5085]}",1,0.0,60,0,completed,"[2116, 5012, 3465, 5085]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,32 ום.» ן 32 כל < בז' ב ד \ 33 דגחלייא ב דו
0,2017-07-21T10:28:55.159909,7827,"{""line_text"": ""60 816"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1066, 5463, 1555, 5631]}",1,0.0,60,0,completed,"[1066, 5463, 1555, 5631]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_00_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,60 816
0,2017-07-21T10:29:06.489064,7828,"{""line_text"": ""418 ` \u05e1\u05e0\u05d4\u05d3\u05e8\u05d9\u05df \u05d1 ]15\u05be\u05be14[ \u05d2 ]5*\u05be1["", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1481, 639, 3406, 766]}",1,0.0,60,0,completed,"[1481, 639, 3406, 766]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,418 ` סנהדרין ב ]15־־14[ ג ]5*־1[
0,2017-07-21T10:29:06.500780,7829,"{""line_text"": ""\u05d1\u05d2\u05dc\u05d9\u05dc \u05de\u05e2\u05d5\u05d1\u05e8\u05ea \u05d5\u05de\u05e2\u05db\u05e8\u05d9\u05df \u05d0\u05ea \u05e9\u05e0\u05d4 \u05db\u05dc \u05d0\u05e8\u05da \u05e9\u05d1\u05e8\u05d0\u05e9\u05d5\u05e0\u05d4 \u05d4\u05d9\u05d5 \u05d0\u05d5\u05de\u05e8\u05d9\u05df \u05d0\u05d9\u05df \u05e1\u05e2\u05d1\u05e8\u05d9\u05df \u05d0\u05dc\u05d01"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [729, 843, 3405, 953]}",1,0.0,60,0,completed,"[729, 843, 3405, 953]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,בגליל מעוברת ומעכרין את שנה כל ארך שבראשונה היו אומרין אין סעברין אלא1
0,2017-07-21T10:29:06.512585,7830,"{""line_text"": ""\u05e2\u05d3 \u05d4\u05e4\u05d5\u05e8\u05d9\u05dd \u05e2\u05d3 \u05e9\u05d1\u05d0 \u05e8' \u05d9\u05d4\u05d5\u05e9\u05e2 \u05d5\u05e8' \u05e1\u05e4\u05d9\u05d9\u05e1 \u05d5\u05d4\u05e2\u05d9\u05e8\u05d5 \u05e9\u05db\u05dc \u05d0\u05d3\u05e8 \u05db\u05e9\u05e8 \u05dc\u05e2\u05d9\u05d1\u05d5\u05d3 \u05e8\u05d1\u05df \u05e9\u05de\u05e2\u05d5\u05df"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [780, 963, 3405, 1065]}",1,0.0,60,0,completed,"[780, 963, 3405, 1065]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,עד הפורים עד שבא ר' יהושע ור' ספייס והעירו שכל אדר כשר לעיבוד רבן שמעון
0,2017-07-21T10:29:06.523536,7831,"{""line_text"": ""\u05d1\u05df \u05d2\u05de\u05dc\u05d9\u05d0\u05dc \u05d5\u05e8' \u05d0\u05dc\u05e2\u05d6\u05e8 \u05d1\u05e8 \u05e6\u05d3\u05d5\u05e7 \u05d0\u05d5\u05d8\u05e8\u05d9\u05df \u05d0\u05d9\u05df \u05e1\u05e2\u05d1\u05e8\u05d9\u05df \u05d0\u05ea \u05d4\u05e9\u05e0\u05d4 \u05d5\u05d0\u05d9\u05df \u05e2\u05d5\u05e9\u05d9\u05df \u05db\u05dc \u05e6\u05d5\u05e8\u05db\u05d9"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [780, 1065, 3403, 1166]}",1,0.0,60,0,completed,"[780, 1065, 3403, 1166]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,בן גמליאל ור' אלעזר בר צדוק אוטרין אין סעברין את השנה ואין עושין כל צורכי
0,2017-07-21T10:29:06.535079,7832,"{""line_text"": ""\u05e6\u05d9\u05d1\u05d5\u05e8 \u05d0\u05dc\u05d0 \u05e2\u05dc \u05ea\u05e0\u05d0\u05d9 \u05db\u05d3\u05d9 \u05e9\u05d9\u05e7\u05d1\u05dc\u05d5 \u05e8\u05d5\u05d1 \u05e6\u05d9\u05d1\u05d5\u05e8 \u05e2\u05dc\u05d9\u05d4\u05df \u05d0\u05d9\u05df \u05d8\u05e2\u05d1\u05e8\u05d9\u05df \u05d0\u05ea \u05d4\u05e9\u05e0\u05d4 \u05d1\u05dc\u05d9\u05dc\u05d4 \u05d5\u05d0\u05d8"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [780, 1166, 3407, 1269]}",1,0.0,60,0,completed,"[780, 1166, 3407, 1269]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,ציבור אלא על תנאי כדי שיקבלו רוב ציבור עליהן אין טעברין את השנה בלילה ואט
0,2017-07-21T10:29:06.547405,7833,"{""line_text"": ""\u05e2\u05d9\u05d1\u05e8\u05d5\u05d4 \u05d0\u05d9\u05d5\u05d4 \u05de\u05e2\u05d5\u05d1\u05e8\u05ea: \"" \u05d0\u05d9\u05df\u05be \u05e1\u05e7\u05e8\u05e9\u05d9\u05df \u05d0\u05ea \u05d4\u05d7\u05d5\u05d3\u05e9 \u05d1\u05dc\u05d9\u05dc\u05d4 \u05d5\u05d0\u05dd \u05e7\u05d9\u05d5\u05e9\u05d5 \u05d0\u05d9\u05e0\u05d5 \u05de\u05e7\u05d5\u05d3\u05e9: 5"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [722, 1271, 3408, 1377]}",1,0.0,60,0,completed,"[722, 1271, 3408, 1377]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,"עיברוה איוה מעוברת: "" אין־ סקרשין את החודש בלילה ואם קיושו אינו מקודש: 5"
0,2017-07-21T10:29:06.569389,7834,"{""line_text"": ""\"" \u05d0\u05d9\u05df \u05d4\u05e4\u05dc\u05da \u05d9\u05d5\u05e9\u05d1 \u05d1\u05e1\u05e0\u05d4\u05d3\u05e8\u05d9\u05df \u05d5\u05dc\u05d0 \u05e1\u05dc\u05da \u05d5\u05dc\u05d0 \u05db\u05d4\u05df \u05d2\u05d3\u05d5\u05dc. \u05d9\u05d5\u05e9\u05d1\u05d9\u05d5 \u05d1\u05e2\u05d9\u05d1\u05d5\u05d3 \u05e2\u05d5\u05d1\u05d4:"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [1090, 1374, 3417, 1481]}",1,0.0,60,0,completed,"[1090, 1374, 3417, 1481]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,""" אין הפלך יושב בסנהדרין ולא סלך ולא כהן גדול. יושביו בעיבוד עובה:"
0,2017-07-21T10:29:06.580542,7835,"{""line_text"": ""\u05d2 1 \u05e9\u05d5\u05e8 \u05e9\u05d4\u05de\u05d9\u05e8\u05d5 \u05d0\u05d7\u05d3 \u05e9\u05d5\u05e8 \u05e9\u05d4\u05de\u05d9\u05dd \u05d5\u05e9\u05d0\u05e8 \u05d1\u05d4\u05de\u05d4 \u05d5\u05d7\u05d9\u05d4 \u05d5\u05e2\u05d5\u05e4\u05d5\u05ea \u05e9\u05d4\u05e1\u05d9\u05ea\u05d5 \u05d8\u05d9\u05d7\u05ea\u05df\u05d1"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [722, 1506, 3235, 1594]}",1,0.0,60,0,completed,"[722, 1506, 3235, 1594]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,ג 1 שור שהמירו אחד שור שהמים ושאר בהמה וחיה ועופות שהסיתו טיחתןב
0,2017-07-21T10:29:06.591796,7836,"{""line_text"": ""\u05d1\u05e2\u05e9\u05e8\u05d9\u05dd \u05d5\u05e9\u05dc\u05e9\u05d4 \u05e8' \u05d0\u05dc\u05d9\u05e2\u05d6\u05e8 \u05d0\u05d5\u05d8' \u05e9\u05d5\u05e8 \u05e9\u05d7\u05e4\u05d9\u05ea \u05de\u05d9\u05ea\u05ea\u05d5 \u05d1\u05e2\u05e9\u05e8\u05d9\u05dd \u05d5\u05e9\u05dc\u05e9\u05d4 \u05d5\u05e9\u05d0\u05e8 \u05d1\u05d4\u05de\u05d4"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4522, 5852], ""bbox"": [779, 1595, 3406, 1687]}",1,0.0,60,0,completed,"[779, 1595, 3406, 1687]","[4522, 5852]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_02_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,בעשרים ושלשה ר' אליעזר אוט' שור שחפית מיתתו בעשרים ושלשה ושאר בהמה
